recipe_node,recipe_id,recipe_name,recipe_type,recipe_type_id,time_spend_raw,handcraft,productive,non_productive,input_count,inputs_json,output_count,outputs_json,unlocking_technologies_json,product_scc
recipe:134,134,爆破单元,Chemical,2,360,false,false,false,3,"[{""item_node"":""item:1128"",""item_id"":1128,""item_name"":""燃烧单元"",""quantity"":2,""source_edge_id"":2231},{""item_node"":""item:1115"",""item_id"":1115,""item_name"":""塑料"",""quantity"":2,""source_edge_id"":2232},{""item_node"":""item:1116"",""item_id"":1116,""item_name"":""硫酸"",""quantity"":1,""source_edge_id"":2233}]",1,"[{""item_node"":""item:1129"",""item_id"":1129,""item_name"":""爆破单元"",""quantity"":2,""source_edge_id"":2234}]","[{""tech_node"":""tech:1803"",""tech_id"":1803,""tech_name"":""T爆破单元"",""source_edge_id"":445}]",scc:0260
recipe:135,135,晶石爆破单元,Chemical,2,1440,false,false,false,3,"[{""item_node"":""item:1129"",""item_id"":1129,""item_name"":""爆破单元"",""quantity"":8,""source_edge_id"":2235},{""item_node"":""item:1126"",""item_id"":1126,""item_name"":""卡西米尔晶体"",""quantity"":1,""source_edge_id"":2236},{""item_node"":""item:1113"",""item_id"":1113,""item_name"":""晶格硅"",""quantity"":8,""source_edge_id"":2237}]",1,"[{""item_node"":""item:1130"",""item_id"":1130,""item_name"":""晶石爆破单元"",""quantity"":8,""source_edge_id"":2238}]","[{""tech_node"":""tech:1804"",""tech_id"":1804,""tech_name"":""T晶石爆破单元"",""source_edge_id"":451}]",scc:0261
recipe:136,136,机枪弹箱,Assemble,4,60,true,false,false,1,"[{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":3,""source_edge_id"":2239}]",1,"[{""item_node"":""item:1601"",""item_id"":1601,""item_name"":""机枪弹箱"",""quantity"":1,""source_edge_id"":2240}]","[{""tech_node"":""tech:1801"",""tech_id"":1801,""tech_name"":""T武器系统"",""source_edge_id"":437}]",scc:0262
recipe:137,137,钛化弹箱,Assemble,4,120,true,false,false,2,"[{""item_node"":""item:1601"",""item_id"":1601,""item_name"":""机枪弹箱"",""quantity"":1,""source_edge_id"":2241},{""item_node"":""item:1106"",""item_id"":1106,""item_name"":""Titanium Ingot"",""quantity"":2,""source_edge_id"":2242}]",1,"[{""item_node"":""item:1602"",""item_id"":1602,""item_name"":""钛化弹箱"",""quantity"":1,""source_edge_id"":2243}]","[{""tech_node"":""tech:1812"",""tech_id"":1812,""tech_name"":""T钛化弹箱"",""source_edge_id"":497}]",scc:0263
recipe:138,138,超合金弹箱,Assemble,4,180,true,false,false,2,"[{""item_node"":""item:1602"",""item_id"":1602,""item_name"":""钛化弹箱"",""quantity"":1,""source_edge_id"":2244},{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":1,""source_edge_id"":2245}]",1,"[{""item_node"":""item:1603"",""item_id"":1603,""item_name"":""超合金弹箱"",""quantity"":1,""source_edge_id"":2246}]","[{""tech_node"":""tech:1813"",""tech_id"":1813,""tech_name"":""T超合金弹箱"",""source_edge_id"":503}]",scc:0264
recipe:139,139,炮弹组,Assemble,4,90,true,false,false,2,"[{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":9,""source_edge_id"":2247},{""item_node"":""item:1128"",""item_id"":1128,""item_name"":""燃烧单元"",""quantity"":2,""source_edge_id"":2248}]",1,"[{""item_node"":""item:1604"",""item_id"":1604,""item_name"":""炮弹组"",""quantity"":1,""source_edge_id"":2249}]","[{""tech_node"":""tech:1807"",""tech_id"":1807,""tech_name"":""T聚爆加农炮"",""source_edge_id"":466}]",scc:0265
recipe:140,140,高爆炮弹组,Assemble,4,180,true,false,false,3,"[{""item_node"":""item:1604"",""item_id"":1604,""item_name"":""炮弹组"",""quantity"":1,""source_edge_id"":2250},{""item_node"":""item:1106"",""item_id"":1106,""item_name"":""Titanium Ingot"",""quantity"":6,""source_edge_id"":2251},{""item_node"":""item:1129"",""item_id"":1129,""item_name"":""爆破单元"",""quantity"":2,""source_edge_id"":2252}]",1,"[{""item_node"":""item:1605"",""item_id"":1605,""item_name"":""高爆炮弹组"",""quantity"":1,""source_edge_id"":2253}]","[{""tech_node"":""tech:1814"",""tech_id"":1814,""tech_name"":""T高爆炮弹组"",""source_edge_id"":508}]",scc:0267
recipe:141,141,晶石炮弹组,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:1605"",""item_id"":1605,""item_name"":""高爆炮弹组"",""quantity"":1,""source_edge_id"":2254},{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":3,""source_edge_id"":2255},{""item_node"":""item:1130"",""item_id"":1130,""item_name"":""晶石爆破单元"",""quantity"":2,""source_edge_id"":2256}]",1,"[{""item_node"":""item:1606"",""item_id"":1606,""item_name"":""晶石炮弹组"",""quantity"":1,""source_edge_id"":2257}]","[{""tech_node"":""tech:1816"",""tech_id"":1816,""tech_name"":""T晶石炮弹组"",""source_edge_id"":521}]",scc:0268
recipe:142,142,等离子胶囊,Assemble,4,120,true,false,false,3,"[{""item_node"":""item:1123"",""item_id"":1123,""item_name"":""石墨烯"",""quantity"":1,""source_edge_id"":2258},{""item_node"":""item:1102"",""item_id"":1102,""item_name"":""磁铁"",""quantity"":2,""source_edge_id"":2259},{""item_node"":""item:1121"",""item_id"":1121,""item_name"":""重氢"",""quantity"":10,""source_edge_id"":2260}]",1,"[{""item_node"":""item:1607"",""item_id"":1607,""item_name"":""等离子胶囊"",""quantity"":1,""source_edge_id"":2261}]","[{""tech_node"":""tech:1811"",""tech_id"":1811,""tech_name"":""T磁化电浆炮"",""source_edge_id"":491}]",scc:0269
recipe:143,143,反物质胶囊,Assemble,4,120,false,false,false,4,"[{""item_node"":""item:1607"",""item_id"":1607,""item_name"":""等离子胶囊"",""quantity"":1,""source_edge_id"":2262},{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":1,""source_edge_id"":2263},{""item_node"":""item:1120"",""item_id"":1120,""item_name"":""氢"",""quantity"":10,""source_edge_id"":2264},{""item_node"":""item:1122"",""item_id"":1122,""item_name"":""反物质"",""quantity"":10,""source_edge_id"":2265}]",1,"[{""item_node"":""item:1608"",""item_id"":1608,""item_name"":""反物质胶囊"",""quantity"":1,""source_edge_id"":2266}]","[{""tech_node"":""tech:1818"",""tech_id"":1818,""tech_name"":""T反物质胶囊"",""source_edge_id"":537}]",scc:0270
recipe:144,144,导弹组,Assemble,4,120,true,false,false,4,"[{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":6,""source_edge_id"":2267},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":3,""source_edge_id"":2268},{""item_node"":""item:1128"",""item_id"":1128,""item_name"":""燃烧单元"",""quantity"":2,""source_edge_id"":2269},{""item_node"":""item:1407"",""item_id"":1407,""item_name"":""动力引擎"",""quantity"":1,""source_edge_id"":2270}]",1,"[{""item_node"":""item:1609"",""item_id"":1609,""item_name"":""导弹组"",""quantity"":1,""source_edge_id"":2271}]","[{""tech_node"":""tech:1806"",""tech_id"":1806,""tech_name"":""T导弹防御塔"",""source_edge_id"":460}]",scc:0271
recipe:145,145,超音速导弹组,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:1609"",""item_id"":1609,""item_name"":""导弹组"",""quantity"":2,""source_edge_id"":2272},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":4,""source_edge_id"":2273},{""item_node"":""item:1129"",""item_id"":1129,""item_name"":""爆破单元"",""quantity"":4,""source_edge_id"":2274},{""item_node"":""item:1405"",""item_id"":1405,""item_name"":""推进器2"",""quantity"":2,""source_edge_id"":2275}]",1,"[{""item_node"":""item:1610"",""item_id"":1610,""item_name"":""超音速导弹组"",""quantity"":2,""source_edge_id"":2276}]","[{""tech_node"":""tech:1815"",""tech_id"":1815,""tech_name"":""T超音速导弹组"",""source_edge_id"":514}]",scc:0272
recipe:146,146,引力导弹组,Assemble,4,360,true,false,false,3,"[{""item_node"":""item:1610"",""item_id"":1610,""item_name"":""超音速导弹组"",""quantity"":3,""source_edge_id"":2277},{""item_node"":""item:1130"",""item_id"":1130,""item_name"":""晶石爆破单元"",""quantity"":6,""source_edge_id"":2278},{""item_node"":""item:1127"",""item_id"":1127,""item_name"":""奇异物质"",""quantity"":3,""source_edge_id"":2279}]",1,"[{""item_node"":""item:1611"",""item_id"":1611,""item_name"":""引力导弹组"",""quantity"":3,""source_edge_id"":2280}]","[{""tech_node"":""tech:1817"",""tech_id"":1817,""tech_name"":""T引力导弹组"",""source_edge_id"":529}]",scc:0273
recipe:147,147,地面战斗机-E型,Assemble,4,120,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":3,""source_edge_id"":2281},{""item_node"":""item:1407"",""item_id"":1407,""item_name"":""动力引擎"",""quantity"":1,""source_edge_id"":2282},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":2283},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":1,""source_edge_id"":2284}]",1,"[{""item_node"":""item:5101"",""item_id"":5101,""item_name"":""地面战斗机-E型"",""quantity"":1,""source_edge_id"":2285}]","[{""tech_node"":""tech:1819"",""tech_id"":1819,""tech_name"":""T地面战斗机-E型"",""source_edge_id"":541}]",scc:0274
recipe:148,148,地面战斗机-A型,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:5101"",""item_id"":5101,""item_name"":""地面战斗机-E型"",""quantity"":1,""source_edge_id"":2286},{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":1,""source_edge_id"":2287},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":2288},{""item_node"":""item:1404"",""item_id"":1404,""item_name"":""光子合并器"",""quantity"":2,""source_edge_id"":2289}]",1,"[{""item_node"":""item:5102"",""item_id"":5102,""item_name"":""地面战斗机-A型"",""quantity"":1,""source_edge_id"":2290}]","[{""tech_node"":""tech:1820"",""tech_id"":1820,""tech_name"":""T地面战斗机-A型"",""source_edge_id"":548}]",scc:0275
recipe:149,149,地面战斗机-F型,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:5101"",""item_id"":5101,""item_name"":""地面战斗机-E型"",""quantity"":1,""source_edge_id"":2291},{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":1,""source_edge_id"":2292},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":1,""source_edge_id"":2293},{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":1,""source_edge_id"":2294}]",1,"[{""item_node"":""item:5103"",""item_id"":5103,""item_name"":""地面战斗机-F型"",""quantity"":1,""source_edge_id"":2295}]","[{""tech_node"":""tech:1821"",""tech_id"":1821,""tech_name"":""T地面战斗机-F型"",""source_edge_id"":554}]",scc:0276
recipe:150,150,太空战斗机-A型,Assemble,4,300,true,false,false,4,"[{""item_node"":""item:1107"",""item_id"":1107,""item_name"":""钛合金"",""quantity"":5,""source_edge_id"":2296},{""item_node"":""item:1406"",""item_id"":1406,""item_name"":""加力推进器"",""quantity"":1,""source_edge_id"":2297},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":2,""source_edge_id"":2298},{""item_node"":""item:1206"",""item_id"":1206,""item_name"":""粒子容器"",""quantity"":3,""source_edge_id"":2299}]",1,"[{""item_node"":""item:5111"",""item_id"":5111,""item_name"":""太空战斗机-A型"",""quantity"":1,""source_edge_id"":2300}]","[{""tech_node"":""tech:1822"",""tech_id"":1822,""tech_name"":""T太空战斗机-A型"",""source_edge_id"":561}]",scc:0278
recipe:151,151,太空战斗机-F型,Assemble,4,480,true,false,false,4,"[{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":20,""source_edge_id"":2301},{""item_node"":""item:1406"",""item_id"":1406,""item_name"":""加力推进器"",""quantity"":4,""source_edge_id"":2302},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":4,""source_edge_id"":2303},{""item_node"":""item:1127"",""item_id"":1127,""item_name"":""奇异物质"",""quantity"":1,""source_edge_id"":2304}]",1,"[{""item_node"":""item:5112"",""item_id"":5112,""item_name"":""太空战斗机-F型"",""quantity"":1,""source_edge_id"":2305}]","[{""tech_node"":""tech:1823"",""tech_id"":1823,""tech_name"":""T太空战斗机-F型"",""source_edge_id"":571}]",scc:0279
recipe:105,105,动力引擎,Assemble,4,180,true,false,false,2,"[{""item_node"":""item:1202"",""item_id"":1202,""item_name"":""磁线圈"",""quantity"":1,""source_edge_id"":2306},{""item_node"":""item:1104"",""item_id"":1104,""item_name"":""铜块"",""quantity"":2,""source_edge_id"":2307}]",1,"[{""item_node"":""item:1407"",""item_id"":1407,""item_name"":""动力引擎"",""quantity"":1,""source_edge_id"":2308}]","[{""tech_node"":""tech:1805"",""tech_id"":1805,""tech_name"":""T动力引擎"",""source_edge_id"":454}]",scc:0230
recipe:152,152,战场分析基站,Assemble,4,360,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":12,""source_edge_id"":2309},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":18,""source_edge_id"":2310},{""item_node"":""item:1302"",""item_id"":1302,""item_name"":""微晶元件"",""quantity"":6,""source_edge_id"":2311},{""item_node"":""item:1407"",""item_id"":1407,""item_name"":""动力引擎"",""quantity"":12,""source_edge_id"":2312}]",1,"[{""item_node"":""item:3009"",""item_id"":3009,""item_name"":""战场分析基站"",""quantity"":1,""source_edge_id"":2313}]","[{""tech_node"":""tech:1826"",""tech_id"":1826,""tech_name"":""T战场分析基站"",""source_edge_id"":580}]",scc:0280
recipe:153,153,矩阵研究站 Mk.II,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:2901"",""item_id"":2901,""item_name"":""矩阵研究站"",""quantity"":1,""source_edge_id"":2314},{""item_node"":""item:5202"",""item_id"":5202,""item_name"":""硅基神经元"",""quantity"":10,""source_edge_id"":2315},{""item_node"":""item:5201"",""item_id"":5201,""item_name"":""存储单元"",""quantity"":20,""source_edge_id"":2316},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":4,""source_edge_id"":2317}]",1,"[{""item_node"":""item:2902"",""item_id"":2902,""item_name"":""矩阵研究站 Mk.II"",""quantity"":1,""source_edge_id"":2318}]","[{""tech_node"":""tech:1901"",""tech_id"":1901,""tech_name"":""T数字模拟计算"",""source_edge_id"":584}]",scc:0281
recipe:154,154,制造台 Mk.IV,Assemble,4,300,true,false,false,4,"[{""item_node"":""item:2305"",""item_id"":2305,""item_name"":""制造台 Mk.III"",""quantity"":1,""source_edge_id"":2319},{""item_node"":""item:5203"",""item_id"":5203,""item_name"":""物质重组器"",""quantity"":10,""source_edge_id"":2320},{""item_node"":""item:5206"",""item_id"":5206,""item_name"":""能量碎片"",""quantity"":30,""source_edge_id"":2321},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":4,""source_edge_id"":2322}]",1,"[{""item_node"":""item:2318"",""item_id"":2318,""item_name"":""制造台 Mk.IV"",""quantity"":1,""source_edge_id"":2323}]","[{""tech_node"":""tech:1902"",""tech_id"":1902,""tech_name"":""T物质重组技术"",""source_edge_id"":588}]",scc:0282
recipe:155,155,熔炉 Mk.III,Assemble,4,360,true,false,false,4,"[{""item_node"":""item:2315"",""item_id"":2315,""item_name"":""位面熔炉"",""quantity"":1,""source_edge_id"":2324},{""item_node"":""item:5204"",""item_id"":5204,""item_name"":""负熵奇点"",""quantity"":10,""source_edge_id"":2325},{""item_node"":""item:5206"",""item_id"":5206,""item_name"":""能量碎片"",""quantity"":30,""source_edge_id"":2326},{""item_node"":""item:1305"",""item_id"":1305,""item_name"":""量子芯片"",""quantity"":4,""source_edge_id"":2327}]",1,"[{""item_node"":""item:2319"",""item_id"":2319,""item_name"":""熔炉 Mk.III"",""quantity"":1,""source_edge_id"":2328}]","[{""tech_node"":""tech:1903"",""tech_id"":1903,""tech_name"":""T负熵递归"",""source_edge_id"":592}]",scc:0283
recipe:156,156,金色燃料棒,Assemble,4,1920,false,false,false,4,"[{""item_node"":""item:1803"",""item_id"":1803,""item_name"":""反物质燃料棒"",""quantity"":8,""source_edge_id"":2329},{""item_node"":""item:5205"",""item_id"":5205,""item_name"":""虚粒子"",""quantity"":1,""source_edge_id"":2330},{""item_node"":""item:1127"",""item_id"":1127,""item_name"":""奇异物质"",""quantity"":2,""source_edge_id"":2331},{""item_node"":""item:1125"",""item_id"":1125,""item_name"":""框架材料"",""quantity"":1,""source_edge_id"":2332}]",1,"[{""item_node"":""item:1804"",""item_id"":1804,""item_name"":""金色燃料棒"",""quantity"":1,""source_edge_id"":2333}]","[{""tech_node"":""tech:1904"",""tech_id"":1904,""tech_name"":""T金色燃料棒"",""source_edge_id"":596}]",scc:0284
recipe:157,157,地面电浆炮,Assemble,4,480,true,false,false,4,"[{""item_node"":""item:1103"",""item_id"":1103,""item_name"":""钢材"",""quantity"":15,""source_edge_id"":2334},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":5,""source_edge_id"":2335},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":5,""source_edge_id"":2336},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":5,""source_edge_id"":2337}]",1,"[{""item_node"":""item:3010"",""item_id"":3010,""item_name"":""地面电浆炮"",""quantity"":1,""source_edge_id"":2338}]","[{""tech_node"":""tech:1811"",""tech_id"":1811,""tech_name"":""T磁化电浆炮"",""source_edge_id"":492}]",scc:0285
recipe:158,158,电磁干扰胶囊,Assemble,4,120,true,false,false,3,"[{""item_node"":""item:1204"",""item_id"":1204,""item_name"":""电磁涡轮"",""quantity"":1,""source_edge_id"":2339},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":1,""source_edge_id"":2340},{""item_node"":""item:1120"",""item_id"":1120,""item_name"":""氢"",""quantity"":3,""source_edge_id"":2341}]",1,"[{""item_node"":""item:1612"",""item_id"":1612,""item_name"":""电磁干扰胶囊"",""quantity"":1,""source_edge_id"":2342}]","[{""tech_node"":""tech:1810"",""tech_id"":1810,""tech_name"":""T干扰塔"",""source_edge_id"":483}]",scc:0286
recipe:159,159,电磁压制胶囊,Assemble,4,480,true,false,false,3,"[{""item_node"":""item:1612"",""item_id"":1612,""item_name"":""电磁干扰胶囊"",""quantity"":2,""source_edge_id"":2343},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":1,""source_edge_id"":2344},{""item_node"":""item:1119"",""item_id"":1119,""item_name"":""钛化玻璃"",""quantity"":2,""source_edge_id"":2345}]",1,"[{""item_node"":""item:1613"",""item_id"":1613,""item_name"":""电磁压制胶囊"",""quantity"":2,""source_edge_id"":2346}]","[{""tech_node"":""tech:1824"",""tech_id"":1824,""tech_name"":""T电磁胶囊II"",""source_edge_id"":576}]",scc:0287
recipe:160,160,集装分拣器,Assemble,4,60,true,false,false,3,"[{""item_node"":""item:2013"",""item_id"":2013,""item_name"":""极速分拣器"",""quantity"":2,""source_edge_id"":2347},{""item_node"":""item:1205"",""item_id"":1205,""item_name"":""超级磁场环"",""quantity"":1,""source_edge_id"":2348},{""item_node"":""item:1303"",""item_id"":1303,""item_name"":""处理器"",""quantity"":1,""source_edge_id"":2349}]",1,"[{""item_node"":""item:2014"",""item_id"":2014,""item_name"":""集装分拣器"",""quantity"":1,""source_edge_id"":2350}]","[{""tech_node"":""tech:1607"",""tech_id"":1607,""tech_name"":""Integrated Logistics System"",""source_edge_id"":388}]",scc:0289
recipe:161,161,激光灯塔,Assemble,4,240,true,false,false,4,"[{""item_node"":""item:1101"",""item_id"":1101,""item_name"":""铁块"",""quantity"":3,""source_edge_id"":2351},{""item_node"":""item:1111"",""item_id"":1111,""item_name"":""棱镜"",""quantity"":4,""source_edge_id"":2352},{""item_node"":""item:1401"",""item_id"":1401,""item_name"":""电浆激发器"",""quantity"":2,""source_edge_id"":2353},{""item_node"":""item:1301"",""item_id"":1301,""item_name"":""电路板"",""quantity"":2,""source_edge_id"":2354}]",1,"[{""item_node"":""item:2401"",""item_id"":2401,""item_name"":""激光灯塔"",""quantity"":1,""source_edge_id"":2355}]","[{""tech_node"":""tech:1105"",""tech_id"":1105,""tech_name"":""T电弧激光"",""source_edge_id"":38}]",scc:0290
